uid,appid,title,created_time,published_time,updated_time,type,license_name,access,appinspect_passed,path,install_method_distributed,install_method_single,download_count,install_count,archive_status,is_archived,fedramp_validation,app_version,app_filename,app_splunk_versions,app_cim_versions
5482,splunk_maxmind_db_auto_update,Auto Update MaxMind Database,2022-06-10T13:51:08+00:00,2022-06-10T13:51:08+00:00,2022-06-10T14:41:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5482/,unknown,unknown,908.0,0.0,live,False,no,1.1.0,auto-update-maxmind-database_110.tgz,8.2|8.1|8.0,unknown
5482,splunk_maxmind_db_auto_update,Auto Update MaxMind Database,2022-06-10T13:51:08+00:00,2022-06-10T13:51:08+00:00,2022-06-10T14:41:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5482/,unknown,unknown,908.0,0.0,live,False,no,1.1.0,auto-update-maxmind-database_110.tgz,8.2|8.1|8.0,unknown
5482,splunk_maxmind_db_auto_update,Auto Update MaxMind Database,2022-06-10T13:51:08+00:00,2022-06-10T13:51:08+00:00,2022-06-10T14:41:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5482/,unknown,unknown,908.0,0.0,live,False,no,1.1.0,auto-update-maxmind-database_110.tgz,8.2|8.1|8.0,unknown
5482,splunk_maxmind_db_auto_update,Auto Update MaxMind Database,2022-06-10T13:51:08+00:00,2022-06-10T13:51:08+00:00,2022-06-10T14:41:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5482/,unknown,unknown,908.0,0.0,live,False,no,1.1.0,auto-update-maxmind-database_110.tgz,8.2|8.1|8.0,unknown
5722,Moogsoft,Moogsoft,2022-06-10T11:29:01+00:00,2022-06-10T11:29:01+00:00,2022-06-10T12:11:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5722/,unknown,unknown,168.0,0.0,live,False,no,1.0.4,moogsoft_104.tgz,8.2|8.1|8.0,unknown
5722,Moogsoft,Moogsoft,2022-06-10T11:29:01+00:00,2022-06-10T11:29:01+00:00,2022-06-10T12:11:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5722/,unknown,unknown,168.0,0.0,live,False,no,1.0.4,moogsoft_104.tgz,8.2|8.1|8.0,unknown
5722,Moogsoft,Moogsoft,2022-06-10T11:29:01+00:00,2022-06-10T11:29:01+00:00,2022-06-10T12:11:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5722/,unknown,unknown,168.0,0.0,live,False,no,1.0.4,moogsoft_104.tgz,8.2|8.1|8.0,unknown
5722,Moogsoft,Moogsoft,2022-06-10T11:29:01+00:00,2022-06-10T11:29:01+00:00,2022-06-10T12:11:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5722/,unknown,unknown,168.0,0.0,live,False,no,1.0.4,moogsoft_104.tgz,8.2|8.1|8.0,unknown
5722,Moogsoft,Moogsoft,2022-06-10T11:29:01+00:00,2022-06-10T11:29:01+00:00,2022-06-10T12:11:05+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5722/,unknown,unknown,168.0,0.0,live,False,no,1.0.4,moogsoft_104.tgz,8.2|8.1|8.0,unknown
6343,Sustainability_Toolkit,Sustainability Toolkit for Splunk,2022-06-05T14:24:47+00:00,2022-06-05T14:24:47+00:00,2022-06-10T09:37:46+00:00,app,sgt,unrestricted,False,https://splunkbase.splunk.com/app/6343/,appmgmt_phase,simple,63.0,0.0,live,False,no,0.3.0,sustainability-toolkit-for-splunk_030.tgz,8.2,unknown
6343,Sustainability_Toolkit,Sustainability Toolkit for Splunk,2022-06-05T14:24:47+00:00,2022-06-05T14:24:47+00:00,2022-06-10T09:37:46+00:00,app,sgt,unrestricted,False,https://splunkbase.splunk.com/app/6343/,appmgmt_phase,simple,63.0,0.0,live,False,no,0.3.0,sustainability-toolkit-for-splunk_030.tgz,8.2,unknown
6343,Sustainability_Toolkit,Sustainability Toolkit for Splunk,2022-06-05T14:24:47+00:00,2022-06-05T14:24:47+00:00,2022-06-10T09:37:46+00:00,app,sgt,unrestricted,False,https://splunkbase.splunk.com/app/6343/,appmgmt_phase,simple,63.0,0.0,live,False,no,0.3.0,sustainability-toolkit-for-splunk_030.tgz,8.2,unknown
4081,SecurityBridge_App_for_Splunk,SecurityBridge for SAP,2022-06-02T12:34:04+00:00,2022-06-02T12:34:04+00:00,2022-06-10T05:52:20+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4081/,appmgmt_phase,simple,369.0,0.0,live,False,no,4.0.10,securitybridge-for-sap_4010.tgz,8.2|8.1|8.0,4.x|3.x
4081,SecurityBridge_App_for_Splunk,SecurityBridge for SAP,2022-06-02T12:34:04+00:00,2022-06-02T12:34:04+00:00,2022-06-10T05:52:20+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4081/,appmgmt_phase,simple,369.0,0.0,live,False,no,4.0.10,securitybridge-for-sap_4010.tgz,8.2|8.1|8.0,4.x|3.x
3008,secureauth_idp,SecureAuth IdP Splunk App,2022-06-07T21:09:06+00:00,2022-06-07T21:09:06+00:00,2022-06-10T05:40:48+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3008/,appmgmt_phase,simple,1892.0,0.0,live,False,no,1.4.4,secureauth-idp-splunk-app_144.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3008,secureauth_idp,SecureAuth IdP Splunk App,2022-06-07T21:09:06+00:00,2022-06-07T21:09:06+00:00,2022-06-10T05:40:48+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3008/,appmgmt_phase,simple,1892.0,0.0,live,False,no,1.4.4,secureauth-idp-splunk-app_144.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3008,secureauth_idp,SecureAuth IdP Splunk App,2022-06-07T21:09:06+00:00,2022-06-07T21:09:06+00:00,2022-06-10T05:40:48+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3008/,appmgmt_phase,simple,1892.0,0.0,live,False,no,1.4.4,secureauth-idp-splunk-app_144.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3008,secureauth_idp,SecureAuth IdP Splunk App,2022-06-07T21:09:06+00:00,2022-06-07T21:09:06+00:00,2022-06-10T05:40:48+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3008/,appmgmt_phase,simple,1892.0,0.0,live,False,no,1.4.4,secureauth-idp-splunk-app_144.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
6195,TA-thinkst-canary,Thinkst Canary Add-on,2022-06-10T01:56:19+00:00,2022-06-10T01:56:19+00:00,2022-06-10T02:41:14+00:00,addon,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6195/,unknown,unknown,414.0,0.0,live,False,no,2.0.6,thinkst-canary-add-on_206.tgz,8.2|8.1|8.0,5.x|4.x
5346,TA-Cenoti,TA For Cenoti,2022-06-03T06:56:46+00:00,2022-06-03T06:56:46+00:00,2022-06-09T18:05:38+00:00,addon,Evolutio Subscription Agreement,restricted,True,https://splunkbase.splunk.com/app/5346/,assisted,simple,134.0,0.0,live,False,no,1.2.0,ta-for-cenoti_120.tgz,8.2|8.1|8.0|7.3,4.x
5347,SA-Cenoti,SA For Cenoti,2022-06-03T06:53:52+00:00,2022-06-03T06:53:52+00:00,2022-06-09T18:05:13+00:00,addon,Evolutio Subscription Agreement,restricted,True,https://splunkbase.splunk.com/app/5347/,appmgmt_phase,simple,134.0,0.0,live,False,no,1.2.0,sa-for-cenoti_120.tgz,8.2|8.1|8.0|7.3,4.x
5709,Splunk_TA_microsoft_sysmon,Splunk Add-on for Sysmon,2022-05-30T14:52:37+00:00,2022-05-30T14:52:37+00:00,2022-06-09T15:09:09+00:00,addon,Splunk General Terms,unrestricted,False,https://splunkbase.splunk.com/app/5709/,appmgmt_phase,simple,78165.0,0.0,live,False,no,3.0.0,splunk-add-on-for-sysmon_300.tgz,8.2|8.1,5.x
5431,Apex-One-as-a-Service,Trend Micro Apex One as a Service Add-On,2022-06-08T16:04:06+00:00,2022-06-08T16:04:06+00:00,2022-06-09T13:35:19+00:00,addon,TREND MICRO APPLICATION TERMS AND CONDITIONS,unrestricted,True,https://splunkbase.splunk.com/app/5431/,unknown,unknown,1000.0,0.0,live,False,no,1.0.0,trend-micro-apex-one-as-a-service-add-on_100.tgz,8.2|8.1|8.0,unknown
2990,aura,Aura - Continuous Asset Discovery and Intelligence for Splunk,2022-06-08T20:34:27+00:00,2022-06-08T20:34:27+00:00,2022-06-09T13:14:24+00:00,app,End User License Agreement for Third-Party Content,restricted,True,https://splunkbase.splunk.com/app/2990/,assisted,assisted,376.0,0.0,live,False,no,2.3.4,aura-continuous-asset-discovery-and-intelligence-for-splunk_234.tgz,8.2|8.1|8.0,unknown
5452,TA_McAfee_Web_Gateway,Add-on for McAfee Web Gateway,2022-06-09T07:47:32+00:00,2022-06-09T07:47:32+00:00,2022-06-09T08:36:20+00:00,addon,Creative Commons BY-ND 3.0,unrestricted,True,https://splunkbase.splunk.com/app/5452/,assisted,simple,352.0,0.0,live,False,no,1.0.6,add-on-for-mcafee-web-gateway_106.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,5.x|4.x
1654,McAfeeWebGateway,App for McAfee Web Gateway (MWG MWCS),2022-06-09T07:41:05+00:00,2022-06-09T07:41:05+00:00,2022-06-09T08:36:17+00:00,app,Creative Commons BY-ND 3.0,unrestricted,False,https://splunkbase.splunk.com/app/1654/,assisted,simple,3111.0,0.0,live,False,no,4.0.11,app-for-mcafee-web-gateway-mwg-mwcs_4011.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,5.x|4.x
2734,utbox,URL Toolbox,2022-06-03T13:17:36+00:00,2022-06-03T13:17:36+00:00,2022-06-09T07:10:30+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/2734/,assisted,simple,32782.0,0.0,live,False,no,1.9.2,url-toolbox_192.tgz,8.2|8.1|8.0,unknown
6251,badacs,Brett Adams Dangerous Admin Configuration Service,2022-06-05T07:51:54+00:00,2022-06-05T07:51:54+00:00,2022-06-09T06:53:16+00:00,app,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6251/,assisted,simple,92.0,0.0,live,False,no,0.2.2,brett-adams-dangerous-admin-configuration-service_022.tgz,8.2|8.1|8.0,unknown
4455,splunk-app-for-psono-enterprise,Psono Password Manager App,2022-06-06T07:17:01+00:00,2022-06-06T07:17:01+00:00,2022-06-09T06:43:53+00:00,app,Apache 2.0,unrestricted,True,https://splunkbase.splunk.com/app/4455/,appmgmt_phase,simple,1724.0,0.0,live,False,no,2.0.2,psono-password-manager-app_202.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
1493,website_monitoring,Website Monitoring,2022-05-04T15:40:39+00:00,2022-05-04T15:40:39+00:00,2022-06-09T06:36:28+00:00,app,Creative Commons BY 3.0,unrestricted,True,https://splunkbase.splunk.com/app/1493/,assisted,simple,35518.0,0.0,live,False,no,2.9.5,website-monitoring_295.tgz,8.2|8.1,unknown
4456,splunk-add-on-for-psono-enterprise,Psono Password Manager Add-On,2022-06-06T07:21:26+00:00,2022-06-06T07:21:26+00:00,2022-06-09T05:12:13+00:00,addon,Apache 2.0,unrestricted,True,https://splunkbase.splunk.com/app/4456/,rejected,rejected,246.0,0.0,live,False,no,2.0.2,psono-password-manager-add-on_202.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
6451,TA_nodezero,NodeZero Add-on for Splunk,2022-05-27T04:44:19+00:00,2022-06-09T05:00:00+00:00,2022-06-09T05:00:01+00:00,addon,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6451/,unknown,unknown,5.0,0.0,live,False,no,1.0.3,nodezero-add-on-for-splunk_103.tgz,8.2,5.x
6461,nodezero,NodeZero App for Splunk,2022-06-06T21:05:36+00:00,2022-06-09T05:00:00+00:00,2022-06-09T05:00:01+00:00,app,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6461/,unknown,unknown,3.0,0.0,live,False,no,2.0.0,nodezero-app-for-splunk_200.tgz,8.2,5.x
6450,TA_dragos_ot_add_on,Dragos OT Add-On for Splunk,2022-05-26T00:28:35+00:00,2022-06-05T16:00:00+00:00,2022-06-09T01:21:21+00:00,addon,customer,unrestricted,True,https://splunkbase.splunk.com/app/6450/,unknown,unknown,7.0,0.0,live,False,no,1.0.0,dragos-ot-add-on-for-splunk_100.tgz,8.2|8.1|8.0,unknown
3786,microsoft_cloud_app,Microsoft 365 App for Splunk,2022-04-08T08:36:23+00:00,2022-04-08T08:36:23+00:00,2022-06-08T22:46:39+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/3786/,assisted,simple,33503.0,0.0,live,False,no,3.3.0,microsoft-365-app-for-splunk_330.tgz,8.2,5.x|4.x
6459,jfrog-saas-log-analytics,JFrog Saas Log Analytics,2022-06-07T15:38:34+00:00,2022-06-08T18:30:00+00:00,2022-06-08T18:30:03+00:00,app,3rd_party_eula,unrestricted,False,https://splunkbase.splunk.com/app/6459/,assisted,simple,3.0,0.0,live,False,no,1.0.2,jfrog-saas-log-analytics_102.tgz,8.2|8.1|8.0,5.x|4.x|3.x
3688,SplunkAppForWazuh,Wazuh,2022-06-08T16:45:17+00:00,2022-06-08T16:45:17+00:00,2022-06-08T17:23:38+00:00,app,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),unrestricted,False,https://splunkbase.splunk.com/app/3688/,rejected,rejected,5164.0,0.0,live,False,no,4.3.4,wazuh_434.tgz,8.2|8.1,unknown
5391,DA-ITSI-ContentLibrary,Splunk App for Content Packs,2022-06-02T23:41:04+00:00,2022-06-02T23:41:04+00:00,2022-06-08T16:32:12+00:00,app,Apache 2,unrestricted,False,https://splunkbase.splunk.com/app/5391/,assisted,assisted,8755.0,0.0,live,False,no,1.6.0,splunk-app-for-content-packs_160.spl,8.2|8.1,unknown
4574,circlepack_viz,Circlepack Viz,2022-06-07T20:51:43+00:00,2022-06-07T20:51:43+00:00,2022-06-08T13:05:18+00:00,app,GNU General Public License v3.0,unrestricted,True,https://splunkbase.splunk.com/app/4574/,appmgmt_phase,simple,2188.0,0.0,live,False,no,1.3.8,circlepack-viz_138.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4526,TA-egnyte-protect,Egnyte Secure and Govern Add-on For Splunk,2022-06-06T12:38:13+00:00,2022-06-06T12:38:13+00:00,2022-06-08T11:42:50+00:00,addon,Egnyte - Terms of Service,unrestricted,False,https://splunkbase.splunk.com/app/4526/,rejected,rejected,452.0,0.0,live,False,no,1.0.8,egnyte-secure-and-govern-add-on-for-splunk_108.tgz,8.2|8.1|8.0,5.x|4.x|3.x
4869,TA-assetnote,Assetnote Continuous Security - Attack Surface Management Platform,2022-06-06T22:04:46+00:00,2022-06-06T22:04:46+00:00,2022-06-08T11:39:59+00:00,app,"Apache License, Version 2.0",unrestricted,True,https://splunkbase.splunk.com/app/4869/,assisted,simple,570.0,0.0,live,False,no,3.4.2,assetnote-continuous-security-attack-surface-management-platform_342.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3449,DA-ESS-ContentUpdate,Splunk ES Content Update,2022-06-06T21:20:52+00:00,2022-06-06T21:20:52+00:00,2022-06-08T10:30:56+00:00,addon,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/3449/,appmgmt_phase,simple,53311.0,0.0,live,False,no,3.42.0,splunk-es-content-update_3420.tgz,8.2|8.1|8.0|7.3,5.x
3212,wordcloud_app,Wordcloud Custom Visualization,2016-07-13T13:40:00+00:00,2016-07-13T13:40:00+00:00,2022-06-08T09:55:36+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3212/,rejected,rejected,5413.0,0.0,live,False,no,1.11,wordcloud-custom-visualization_111.tgz,8.2|8.1|8.0|7.3|7.2,unknown
5525,N2WS_app_for_splunk,N2WS app,2022-06-07T15:26:18+00:00,2022-06-07T15:26:18+00:00,2022-06-08T07:23:38+00:00,app,No License,unrestricted,True,https://splunkbase.splunk.com/app/5525/,appmgmt_phase,simple,120.0,0.0,live,False,no,1.0.1,n2ws-app_101.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,5.x|4.x|3.x
4256,TA-Varonis-DatAlert,Varonis Technology Add-on for Splunk,2022-06-07T12:24:36+00:00,2022-06-07T12:24:36+00:00,2022-06-08T07:22:32+00:00,addon,Varonis App for Splunk License,unrestricted,True,https://splunkbase.splunk.com/app/4256/,assisted,simple,1883.0,0.0,live,False,no,2.0.7,varonis-technology-add-on-for-splunk_207.tgz,8.2|8.1|8.0|7.3,5.x|4.x|3.x
4697,canary,Canary,2022-05-27T17:50:29+00:00,2022-05-27T17:50:29+00:00,2022-06-08T05:42:48+00:00,app,Sideview Free Internal Use License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/4697/,appmgmt_phase,simple,6833.0,0.0,live,False,no,1.5.4,canary_154.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
6456,TA_ms_advanced_hunting,MS Defender Advanced Hunting,2022-06-08T02:32:34+00:00,2022-06-08T02:32:34+00:00,2022-06-08T03:23:38+00:00,addon,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6456/,unknown,unknown,15.0,0.0,live,False,no,0.0.5,ms-defender-advanced-hunting_005.tgz,8.2,unknown
4550,sunburst_viz,Sunburst Viz,2022-06-07T19:44:03+00:00,2022-06-07T19:44:03+00:00,2022-06-07T20:46:57+00:00,app,GNU General Public License v3.0,unrestricted,True,https://splunkbase.splunk.com/app/4550/,unknown,unknown,2895.0,0.0,live,False,no,1.4.6,sunburst-viz_146.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
6138,TA-JupiterOne,JupiterOne Add-on for Splunk,2022-03-14T21:34:15+00:00,2022-03-14T21:34:15+00:00,2022-06-07T20:25:29+00:00,addon,customer,unrestricted,True,https://splunkbase.splunk.com/app/6138/,unknown,unknown,160.0,0.0,live,False,no,1.3.0,jupiterone-add-on-for-splunk_130.tgz,8.2|8.1|8.0,unknown
6139,JupiterOneAppforSplunk,JupiterOne App for Splunk,2021-12-21T21:29:55+00:00,2021-12-21T21:29:55+00:00,2022-06-07T20:24:36+00:00,app,customer,unrestricted,True,https://splunkbase.splunk.com/app/6139/,appmgmt_phase,simple,129.0,0.0,live,False,no,1.2.0,jupiterone-app-for-splunk_120.tgz,8.2|8.1|8.0,unknown
5689,TA-sfdc-streaming-api,Splunk Add-on for Salesforce Streaming API,2022-06-07T17:13:26+00:00,2022-06-07T17:13:26+00:00,2022-06-07T18:12:18+00:00,addon,Splunk General Terms,unrestricted,True,https://splunkbase.splunk.com/app/5689/,unknown,unknown,478.0,0.0,live,False,no,1.0.5,splunk-add-on-for-salesforce-streaming-api_105.tgz,8.2|8.1,5.x
5526,ta_n2ws_for_splunk,N2WS Add-on,2022-06-07T15:28:39+00:00,2022-06-07T15:28:39+00:00,2022-06-07T16:24:49+00:00,addon,No License,unrestricted,True,https://splunkbase.splunk.com/app/5526/,unknown,unknown,97.0,0.0,live,False,no,1.0.1,n2ws-add-on_101.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,5.x|4.x|3.x
6388,CleerSync,CLEER Security Add-on for Splunk,2022-05-23T19:54:05+00:00,2022-05-23T19:54:05+00:00,2022-06-07T16:03:55+00:00,addon,3rd_party_eula,unrestricted,False,https://splunkbase.splunk.com/app/6388/,unknown,unknown,24.0,0.0,live,False,no,1.0.5,cleer-security-add-on-for-splunk_105.tgz,8.2|8.1,unknown
6465,TA-trinity-cyber,Trinity Cyber,2022-06-07T14:56:57+00:00,2022-06-07T14:56:57+00:00,2022-06-07T15:54:46+00:00,addon,3rd_party_eula,unrestricted,True,https://splunkbase.splunk.com/app/6465/,unknown,unknown,3.0,0.0,live,False,no,1.0.0,trinity-cyber_100.tgz,8.2|8.1,unknown
5351,cyences_app_for_splunk,Cyences App for Splunk,2022-06-07T12:15:48+00:00,2022-06-07T12:15:48+00:00,2022-06-07T12:54:46+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5351/,unknown,unknown,617.0,0.0,live,False,no,2.2.0,cyences-app-for-splunk_220.tgz,8.2|8.1|8.0,unknown
4519,Egnyte_Protect,Egnyte Secure and Govern App for Splunk,2022-06-06T12:39:32+00:00,2022-06-06T12:39:32+00:00,2022-06-07T12:03:43+00:00,app,Egnyte-terms-of-service,unrestricted,True,https://splunkbase.splunk.com/app/4519/,appmgmt_phase,simple,483.0,0.0,live,False,no,1.0.7,egnyte-secure-and-govern-app-for-splunk_107.tgz,8.2|8.1|8.0,5.x|4.x|3.x
6463,defender_advanced_hunting_query,Defender Advanced Hunting Query App by GoAhead,2022-06-07T08:14:46+00:00,2022-06-07T08:14:46+00:00,2022-06-07T08:54:45+00:00,app,3rd_party_eula,unrestricted,False,https://splunkbase.splunk.com/app/6463/,unknown,unknown,6.0,0.0,live,False,no,1.1.0,defender-advanced-hunting-query-app-by-goahead_110.tgz,8.2|8.1|8.0,unknown
5083,TA-crowdstrike-intel-indicators,CrowdStrike Intel Indicator Technical Add-On,2022-06-06T13:58:42+00:00,2022-06-06T13:58:42+00:00,2022-06-07T08:19:24+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5083/,assisted,simple,4128.0,0.0,live,False,no,2.1.3,crowdstrike-intel-indicator-technical-add-on_213.tgz,8.2|8.1|8.0,5.x
3153,BNW-app-powerconnect,SAP PowerConnect for Splunk,2022-03-29T21:24:22+00:00,2022-03-29T21:24:22+00:00,2022-06-07T05:38:15+00:00,app,End User License Agreement for PowerConnect,restricted,True,https://splunkbase.splunk.com/app/3153/,appmgmt_phase,simple,2999.0,0.0,live,False,no,6.9.0,sap-powerconnect-for-splunk_690.tgz,8.2|8.1,4.x
5738,export_everything,Export Everything,2022-06-06T23:26:12+00:00,2022-06-06T23:26:12+00:00,2022-06-07T00:24:58+00:00,addon,Apache 2.0,unrestricted,False,https://splunkbase.splunk.com/app/5738/,rejected,rejected,227.0,0.0,live,False,no,2.0.6,export-everything_206.tgz,8.2|8.1|8.0,unknown
4029,Splunk_CS_Toolkit,Customer Success Toolkit for Splunk,2022-02-15T21:32:31+00:00,2022-02-15T21:32:31+00:00,2022-06-07T00:19:36+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/4029/,appmgmt_phase,simple,3222.0,0.0,live,False,no,2.6.5,customer-success-toolkit-for-splunk_265.tgz,8.2|8.1,unknown
4063,ObserveIT-App,ObserveIT (Proofpoint) On-Prem App for Splunk,2022-05-19T10:31:24+00:00,2022-05-19T10:31:24+00:00,2022-06-06T20:01:33+00:00,app,Apache License version 2.0,unrestricted,True,https://splunkbase.splunk.com/app/4063/,assisted,simple,804.0,0.0,live,False,no,1.2.5,observeit-proofpoint-on-prem-app-for-splunk_125.tgz,8.2|8.1,unknown
5513,TA-purestorage-unified,PureStorage Unified Add-on for Splunk,2022-06-02T00:49:23+00:00,2022-06-02T00:49:23+00:00,2022-06-06T11:05:15+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5513/,assisted,simple,442.0,0.0,live,False,no,1.3.0,purestorage-unified-add-on-for-splunk_130.tgz,8.2|8.1|8.0|7.3,unknown
